Location Name,Location Thumbnail Url
Prison Camp,![Prison Camp](https://static.wikia.nocookie.net/nexomon/images/2/24/Prison_Camp.png/revision/latest/smart/width/40/height/30?cb=20240919144801)
Prison Entrance,![Prison Entrance](https://static.wikia.nocookie.net/nexomon/images/7/7a/Prison_Entrance.png/revision/latest/smart/width/40/height/30?cb=20240919145536)
Prison Stairs 1,![Prison Stairs 1](https://static.wikia.nocookie.net/nexomon/images/a/af/Prison_Stairs_1.png/revision/latest/smart/width/40/height/30?cb=20240919145152)
Prison Stairs 2,![Prison Stairs 2](https://static.wikia.nocookie.net/nexomon/images/a/ac/Prison_Stairs_2.png/revision/latest/smart/width/40/height/30?cb=20240919145429)
Prison Tower Center,![Prison Tower Center](https://static.wikia.nocookie.net/nexomon/images/b/b7/Prison_Tower_Center.png/revision/latest/smart/width/40/height/30?cb=20240919174558)
Prison Tower Exit,![Prison Tower Exit](https://static.wikia.nocookie.net/nexomon/images/d/df/Prison_Tower_Exit.png/revision/latest/smart/width/40/height/30?cb=20240919180726)
Prison Tower Hall,![Prison Tower Hall](https://static.wikia.nocookie.net/nexomon/images/c/c0/Prison_Tower_Hall.png/revision/latest/smart/width/40/height/30?cb=20240919172853)
Prison Tower Left 1,![Prison Tower Left 1](https://static.wikia.nocookie.net/nexomon/images/f/f2/Prison_Tower_Left_1.png/revision/latest/smart/width/40/height/30?cb=20240919181158)
Prison Tower Left 2,![Prison Tower Left 2](https://static.wikia.nocookie.net/nexomon/images/0/0e/Prison_Tower_Left_2.png/revision/latest/smart/width/40/height/30?cb=20240919181700)
Prison Tower Right 1,![Prison Tower Right 1](https://static.wikia.nocookie.net/nexomon/images/2/2d/Prison_Tower_Right_1.png/revision/latest/smart/width/40/height/30?cb=20240919204957)
Prison Tower Right 2,![Prison Tower Right 2](https://static.wikia.nocookie.net/nexomon/images/a/ac/Prison_Tower_Right_2.png/revision/latest/smart/width/40/height/30?cb=20240919205218)
Prison Tower Stairs 1,![Prison Tower Stairs 1](https://static.wikia.nocookie.net/nexomon/images/e/e7/Prison_Tower_Stairs_1.png/revision/latest/smart/width/40/height/30?cb=20240919173837)
Prison Tower Stairs 2,![Prison Tower Stairs 2](https://static.wikia.nocookie.net/nexomon/images/4/41/Prison_Tower_Stairs_2.png/revision/latest/smart/width/40/height/30?cb=20240919174953)
Prison Tower Stairs 3,![Prison Tower Stairs 3](https://static.wikia.nocookie.net/nexomon/images/e/e4/Prison_Tower_Stairs_3.png/revision/latest/smart/width/40/height/30?cb=20240919180346)
Ron and Willy Cemetery,![Ron and Willy Cemetery](https://static.wikia.nocookie.net/nexomon/images/d/d1/Ron_and_Willy_Cemetery.png/revision/latest/smart/width/40/height/30?cb=20240324160025)
Ron's Hot Springs,![Ron's Hot Springs](https://static.wikia.nocookie.net/nexomon/images/d/d7/Ron%27s_Hot_Springs.png/revision/latest/smart/width/40/height/30?cb=20231122155710)
Rotramus Location,![Rotramus Location](https://static.wikia.nocookie.net/nexomon/images/7/75/Rotramus_Location.png/revision/latest/smart/width/40/height/30?cb=20240327183444)
Royalle Apple Tree,![Royalle Apple Tree](https://static.wikia.nocookie.net/nexomon/images/c/c5/Royalle_Apple_Tree.png/revision/latest/smart/width/40/height/30?cb=20231126194741)
Royalle Bay,![Royalle Bay](https://static.wikia.nocookie.net/nexomon/images/6/61/Royalle_Bay.png/revision/latest/smart/width/40/height/30?cb=20231126210621)
Royalle Beach,![Royalle Beach](https://static.wikia.nocookie.net/nexomon/images/c/c1/Royalle_Beach.png/revision/latest/smart/width/40/height/30?cb=20231125201414)
Royalle Beach Border,![Royalle Beach Border](https://static.wikia.nocookie.net/nexomon/images/8/8f/Royalle_Beach_Border.png/revision/latest/smart/width/40/height/30?cb=20231125213909)
Royalle Beach End,![Royalle Beach End](https://static.wikia.nocookie.net/nexomon/images/6/67/Royalle_Beach_End.png/revision/latest/smart/width/40/height/30?cb=20231125204752)
Royalle Beach Path,![Royalle Beach Path](https://static.wikia.nocookie.net/nexomon/images/b/b0/Royalle_Beach_Path.png/revision/latest/smart/width/40/height/30?cb=20231125210320)
Royalle Beach Road,![Royalle Beach Road](https://static.wikia.nocookie.net/nexomon/images/7/72/Royalle_Beach_Road.png/revision/latest/smart/width/40/height/30?cb=20231125210931)
Royalle City,![Royalle City](https://static.wikia.nocookie.net/nexomon/images/5/5f/Royalle_City.png/revision/latest/smart/width/40/height/30?cb=20231126011757)
Royalle City Ruins - Nexomon Center,![Royalle City Ruins - Nexomon Center](https://static.wikia.nocookie.net/nexomon/images/2/29/Royalle_City_Ruins_-_Nexomon_Center.png/revision/latest/smart/width/40/height/30?cb=20240325170757)
Royalle City Ruins - Shop,![Royalle City Ruins - Shop](https://static.wikia.nocookie.net/nexomon/images/7/74/Royalle_City_Ruins_-_Shop.png/revision/latest/smart/width/40/height/30?cb=20240325170630)
Royalle City Ruins - Spencer's House,![Royalle City Ruins - Spencer's House](https://static.wikia.nocookie.net/nexomon/images/2/25/Royalle_City_Ruins_-_Spencer%27s_House.png/revision/latest/smart/width/40/height/30?cb=20240325171106)
Royalle City Ruins South,![Royalle City Ruins South](https://static.wikia.nocookie.net/nexomon/images/a/a5/Royalle_City_Ruins_South.png/revision/latest/smart/width/40/height/30?cb=20240325170459)
Royalle City Sewers,![Royalle City Sewers](https://static.wikia.nocookie.net/nexomon/images/0/0c/Royalle_City_Sewers.png/revision/latest/smart/width/40/height/30?cb=20231126111716)
Royalle City Totem,![Royalle City Totem](https://static.wikia.nocookie.net/nexomon/images/e/ea/Royalle_City_Totem.png/revision/latest/smart/width/40/height/30?cb=20231125224248)
Royalle Crossroads,![Royalle Crossroads](https://static.wikia.nocookie.net/nexomon/images/0/09/Royalle_Crossroads.png/revision/latest/smart/width/40/height/30?cb=20231126205946)
Royalle End Road,![Royalle End Road](https://static.wikia.nocookie.net/nexomon/images/6/6c/Royalle_End_Road.png/revision/latest/smart/width/40/height/30?cb=20231126222818)
Royalle Garden,![Royalle Garden](https://static.wikia.nocookie.net/nexomon/images/1/1f/Royalle_Garden.png/revision/latest/smart/width/40/height/30?cb=20231125215631)
Royalle Outskirts,![Royalle Outskirts](https://static.wikia.nocookie.net/nexomon/images/0/05/Royalle_Outskirts.png/revision/latest/smart/width/40/height/30?cb=20231126134652)
Royalle Port,![Royalle Port](https://static.wikia.nocookie.net/nexomon/images/a/a7/Royalle_Port.png/revision/latest/smart/width/40/height/30?cb=20231126212903)
Royalle River,![Royalle River](https://static.wikia.nocookie.net/nexomon/images/8/80/Royalle_River.png/revision/latest/smart/width/40/height/30?cb=20231125222749)
Royalle Shores,![Royalle Shores](https://static.wikia.nocookie.net/nexomon/images/1/1d/Royalle_Shores.png/revision/latest/smart/width/40/height/30?cb=20231125212848)
Royalle Woods,![Royalle Woods](https://static.wikia.nocookie.net/nexomon/images/0/0d/Royalle_Woods.png/revision/latest/smart/width/40/height/30?cb=20231126140110)
Salem's Labyrinth,![Salem's Labyrinth](https://static.wikia.nocookie.net/nexomon/images/f/f1/Salem%27s_Labyrinth.png/revision/latest/smart/width/40/height/30?cb=20240324154425)
Salem's Location,![Salem's Location](https://static.wikia.nocookie.net/nexomon/images/1/13/Salem%27s_Location.png/revision/latest/smart/width/40/height/30?cb=20240324154451)
Sirnymfa Building,![Sirnymfa Building](https://static.wikia.nocookie.net/nexomon/images/1/15/Sirnymfa_Building.png/revision/latest/smart/width/40/height/30?cb=20240413180352)
Solus Beach,![Solus Beach](https://static.wikia.nocookie.net/nexomon/images/7/77/Solus_Beach.png/revision/latest/smart/width/40/height/30?cb=20231126223400)
Solus Canyon,![Solus Canyon](https://static.wikia.nocookie.net/nexomon/images/8/84/Solus_Canyon.png/revision/latest/smart/width/40/height/30?cb=20231127095357)
Solus City,![Solus City](https://static.wikia.nocookie.net/nexomon/images/c/c2/Solus_City.png/revision/latest/smart/width/40/height/30?cb=20231127102336)
Solus City Outskirts,![Solus City Outskirts](https://static.wikia.nocookie.net/nexomon/images/e/ea/Solus_City_Outskirts.png/revision/latest/smart/width/40/height/30?cb=20231127102831)
Solus Desert Totem,![Solus Desert Totem](https://static.wikia.nocookie.net/nexomon/images/3/33/Solus_Desert_Totem.png/revision/latest/smart/width/40/height/30?cb=20231126230006)
Solus Oasis,![Solus Oasis](https://static.wikia.nocookie.net/nexomon/images/d/d9/Solus_Oasis.png/revision/latest/smart/width/40/height/30?cb=20231127133059)
Solus Port,![Solus Port](https://static.wikia.nocookie.net/nexomon/images/8/83/Solus_Port.png/revision/latest/smart/width/40/height/30?cb=20231126223543)
Solus Port Road,![Solus Port Road](https://static.wikia.nocookie.net/nexomon/images/a/a5/Solus_Port_Road.png/revision/latest/smart/width/40/height/30?cb=20231126224713)
Solus Road,![Solus Road](https://static.wikia.nocookie.net/nexomon/images/2/24/Solus_Road.png/revision/latest/smart/width/40/height/30?cb=20231127132255)
Solus Train Station,![Solus Train Station](https://static.wikia.nocookie.net/nexomon/images/a/a1/Solus_Train_Station.png/revision/latest/smart/width/40/height/30?cb=20231127133450)
South Ignitia Warpstone,![South Ignitia Warpstone](https://static.wikia.nocookie.net/nexomon/images/c/c4/South_Ignitia_Warpstone.png/revision/latest/smart/width/40/height/30?cb=20240326181753)
Spencer's Vaults,![Spencer's Vaults](https://static.wikia.nocookie.net/nexomon/images/7/7f/Spencer%27s_Vault.png/revision/latest/smart/width/40/height/30?cb=20240601010350)
Talking Tree,![Talking Tree](https://static.wikia.nocookie.net/nexomon/images/2/21/Talking_Tree.png/revision/latest/smart/width/40/height/30?cb=20240324155156)
The Alliance Camp,![The Alliance Camp](https://static.wikia.nocookie.net/nexomon/images/5/55/The_Alliance_Camp.png/revision/latest/smart/width/40/height/30?cb=20231127232414)
The Frozen Capital,![The Frozen Capital](https://static.wikia.nocookie.net/nexomon/images/0/04/The_Frozen_Capital.png/revision/latest/smart/width/40/height/30?cb=20231127161601)
The Great Tree of Ventra,![The Great Tree of Ventra](https://static.wikia.nocookie.net/nexomon/images/6/6f/The_Great_Tree_of_Ventra.png/revision/latest/smart/width/40/height/30?cb=20231124144541)
The Nexolord's Statue,![The Nexolord's Statue](https://static.wikia.nocookie.net/nexomon/images/4/44/The_Nexolord%27s_Statue.png/revision/latest/smart/width/40/height/30?cb=20231127233822)
Training Woods Crossroads,![Training Woods Crossroads](https://static.wikia.nocookie.net/nexomon/images/7/73/Training_Woods_Crossroads.png/revision/latest/smart/width/40/height/30?cb=20240324154022)
Training Woods East,![Training Woods East](https://static.wikia.nocookie.net/nexomon/images/b/b2/Training_Woods_East.png/revision/latest/smart/width/40/height/30?cb=20240324154356)
Training Woods North,![Training Woods North](https://static.wikia.nocookie.net/nexomon/images/4/43/Training_Woods_North.png/revision/latest/smart/width/40/height/30?cb=20240324154051)
Training Woods West,![Training Woods West](https://static.wikia.nocookie.net/nexomon/images/4/4f/Training_Woods_West.png/revision/latest/smart/width/40/height/30?cb=20240324154329)
Venefelis Camp,![Venefelis Camp](https://static.wikia.nocookie.net/nexomon/images/5/53/Venefelis_Camp.png/revision/latest/smart/width/40/height/30?cb=20240327185403)
Venefelis Camp North,![Venefelis Camp North](https://static.wikia.nocookie.net/nexomon/images/5/5e/Venefelis_Camp_North.png/revision/latest/smart/width/40/height/30?cb=20240327185420)
Venefelis Location,![Venefelis Location](https://static.wikia.nocookie.net/nexomon/images/c/ce/Venefelis_Location.png/revision/latest/smart/width/40/height/30?cb=20240327185434)
Void Area 1,![Void Area 1](https://static.wikia.nocookie.net/nexomon/images/6/69/Void_Area_1.png/revision/latest/smart/width/40/height/30?cb=20231128172401)
Void Area 2,![Void Area 2](https://static.wikia.nocookie.net/nexomon/images/f/f8/Void_Area_2.png/revision/latest/smart/width/40/height/30?cb=20231128172428)
Void Area 3,![Void Area 3](https://static.wikia.nocookie.net/nexomon/images/b/bc/Void_Area_3.png/revision/latest/smart/width/40/height/30?cb=20231128172446)
Void Area 4,![Void Area 4](https://static.wikia.nocookie.net/nexomon/images/9/98/Void_Area_4.png/revision/latest/smart/width/40/height/30?cb=20231128172504)
Void Area 5,![Void Area 5](https://static.wikia.nocookie.net/nexomon/images/0/06/Void_Area_5.png/revision/latest/smart/width/40/height/30?cb=20231128172526)
Void Camp,![Void Camp](https://static.wikia.nocookie.net/nexomon/images/5/50/Void_Camp.png/revision/latest/smart/width/40/height/30?cb=20231128193238)
Void Cave Bridge,![Void Cave Bridge](https://static.wikia.nocookie.net/nexomon/images/8/85/Void_Cave_Bridge.png/revision/latest/smart/width/40/height/30?cb=20240919132448)
Void Cave East,![Void Cave East](https://static.wikia.nocookie.net/nexomon/images/8/84/Void_Cave_East.png/revision/latest/smart/width/40/height/30?cb=20240919131845)
Void Cave Trees,![Void Cave Trees](https://static.wikia.nocookie.net/nexomon/images/1/1e/Void_Cave_Trees.png/revision/latest/smart/width/40/height/30?cb=20240919132119)
Void Cave Water,![Void Cave Water](https://static.wikia.nocookie.net/nexomon/images/7/7f/Void_Cave_Water.png/revision/latest/smart/width/40/height/30?cb=20240919132717)
Void Cave West,![Void Cave West](https://static.wikia.nocookie.net/nexomon/images/0/01/Void_Cave_West.png/revision/latest/smart/width/40/height/30?cb=20240919132933)
Void Fields,![Void Fields](https://static.wikia.nocookie.net/nexomon/images/0/0b/Void_Fields.png/revision/latest/smart/width/40/height/30?cb=20231128190743)
Void Forest 1,![Void Forest 1](https://static.wikia.nocookie.net/nexomon/images/c/c1/Void_Forest_1.png/revision/latest/smart/width/40/height/30?cb=20240919135018)
Void Forest 2,![Void Forest 2](https://static.wikia.nocookie.net/nexomon/images/9/95/Void_Forest_2.png/revision/latest/smart/width/40/height/30?cb=20240919140458)
Void Forest 3,![Void Forest 3](https://static.wikia.nocookie.net/nexomon/images/6/69/Void_Forest_3.png/revision/latest/smart/width/40/height/30?cb=20240919141521)
Void Forest 4,![Void Forest 4](https://static.wikia.nocookie.net/nexomon/images/b/b0/Void_Forest_4.png/revision/latest/smart/width/40/height/30?cb=20240919141752)
Void Forest Entrance,![Void Forest Entrance](https://static.wikia.nocookie.net/nexomon/images/6/65/Void_Forest_Entrance.png/revision/latest/smart/width/40/height/30?cb=20240919134850)
Void Forest Exit,![Void Forest Exit](https://static.wikia.nocookie.net/nexomon/images/c/c7/Void_Forest_Exit.png/revision/latest/smart/width/40/height/30?cb=20240919144546)
Void Forest Nara,![Void Forest Nara](https://static.wikia.nocookie.net/nexomon/images/9/91/Void_Forest_Nara.png/revision/latest/smart/width/40/height/30?cb=20240919144426)
Void Hill,![Void Hill](https://static.wikia.nocookie.net/nexomon/images/1/12/Void_Hill.png/revision/latest/smart/width/40/height/30?cb=20231128192041)
Void Inside Wall,![Void Inside Wall](https://static.wikia.nocookie.net/nexomon/images/6/62/Void_Inside_Wall.png/revision/latest/smart/width/40/height/30?cb=20240919134445)
Void Lake,![Void Lake](https://static.wikia.nocookie.net/nexomon/images/f/f5/Void_Lake.png/revision/latest/smart/width/40/height/30?cb=20240919131710)
Void Outside Wall,![Void Outside Wall](https://static.wikia.nocookie.net/nexomon/images/e/e1/Void_Outside_Wall.png/revision/latest/smart/width/40/height/30?cb=20240919134617)
West Ignitia Warpstone,![West Ignitia Warpstone](https://static.wikia.nocookie.net/nexomon/images/1/18/West_Ignitia_Warpstone.png/revision/latest/smart/width/40/height/30?cb=20240326181056)
Zetta Prison Bifurcation,![Zetta Prison Bifurcation](https://static.wikia.nocookie.net/nexomon/images/5/58/Zetta_Prison_Bifurcation.png/revision/latest/smart/width/40/height/30?cb=20240921215751)
Zetta Prison Bridge,![Zetta Prison Bridge](https://static.wikia.nocookie.net/nexomon/images/1/18/Zetta_Prison_Bridge.png/revision/latest/smart/width/40/height/30?cb=20240921220631)
Zetta Prison Camp,![Zetta Prison Camp](https://static.wikia.nocookie.net/nexomon/images/d/d3/Zetta_Prison_Camp.png/revision/latest/smart/width/40/height/30?cb=20240921215623)
Zetta Prison Clearing,![Zetta Prison Clearing](https://static.wikia.nocookie.net/nexomon/images/4/46/Zetta_Prison_Clearing.png/revision/latest/smart/width/40/height/30?cb=20240921220837)
Zetta Prison Covers,![Zetta Prison Covers](https://static.wikia.nocookie.net/nexomon/images/4/4e/Zetta_Prison_Covers.png/revision/latest/smart/width/40/height/30?cb=20240921220510)
Zetta Prison Exit,![Zetta Prison Exit](https://static.wikia.nocookie.net/nexomon/images/0/09/Zetta_Prison_Exit.png/revision/latest/smart/width/40/height/30?cb=20240921220955)
Zetta Prison Floating Path,![Zetta Prison Floating Path](https://static.wikia.nocookie.net/nexomon/images/4/4c/Zetta_Prison_Floating_Path.png/revision/latest/smart/width/40/height/30?cb=20240921220318)
Zetta Prison River,![Zetta Prison River](https://static.wikia.nocookie.net/nexomon/images/8/8a/Zetta_Prison_River.png/revision/latest/smart/width/40/height/30?cb=20240921215920)
Zetta Prison Rock Slide,![Zetta Prison Rock Slide](https://static.wikia.nocookie.net/nexomon/images/9/95/Zetta_Prison_Rock_Slide.png/revision/latest/smart/width/40/height/30?cb=20240921220127)
Zetta Prison Stairs,![Zetta Prison Stairs](https://static.wikia.nocookie.net/nexomon/images/5/52/Zetta_Prison_Stairs.png/revision/latest/smart/width/40/height/30?cb=20240921220742)
Zetta's House,![Zetta's House](https://static.wikia.nocookie.net/nexomon/images/d/d1/Zetta%27s_House.png/revision/latest/smart/width/40/height/30?cb=20240325142656)
